FrameNumber,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,x49,y49,x50,x51,y51,x52,y52,x53,y53,x54,y54,x55,y55,x56,y56,x57,y57,x58,y58,x59,y59,x60,y60,x61,y61,x62,y62,x63,y63,x64,y64,x65,y65,x66,y66,x67,y67,x68,y68,x69,y69,x70,y70,x71,y71,x72,y72,x73,y73,x74,y74,x75,y75
287,568.498,227.175,489.119,339.034,430.165,359.606,0.0,0.0,0.0,0.0,553.729,318.395,606.878,409.726,721.601,456.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536.121,221.139,556.833,203.593,480.146,247.662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.89,203.637,1313.15,268.223,1327.9,271.165,1395.55,383.154,1472.28,380.172,1301.43,265.309,1380.94,356.576,1457.44,344.897,1330.91,462.639,1339.74,477.331,1492.68,427.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.11,197.564,0.0,0.0,1351.36,200.756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1348.44,653.966,1354.5,848.201,1233.69,851.113,0.0,0.0,0.0,0.0,1480.92,842.32,0.0,0.0,1645.81,1074.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1307.4,642.188,1371.95,633.253,1280.92,695.041,1401.6,674.559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,568.489,227.193,489.101,338.988,427.302,359.519,0.0,0.0,0.0,0.0,553.742,318.386,603.911,409.659,724.497,456.835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.326,221.149,556.825,203.603,480.151,247.702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.9,203.636,1313.25,268.189,1327.8,271.159,1395.65,386.128,1475.08,380.129,1307.25,262.41,1383.87,359.574,1463.33,342.067,1342.66,456.769,1351.4,468.51,1492.64,427.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.12,197.581,0.0,0.0,1351.36,200.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1348.44,653.919,1354.48,851.077,1233.64,851.06,0.0,0.0,0.0,0.0,1480.95,845.251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1307.37,642.165,1369.17,630.402,1280.91,695.024,1401.57,674.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,568.472,227.23,489.125,338.975,430.161,359.522,0.0,0.0,0.0,0.0,553.713,318.359,606.8,409.701,724.553,459.585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.339,221.183,556.805,203.642,480.165,247.723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.9,203.619,1313.24,268.208,1327.87,271.196,1398.53,388.889,1475.09,377.226,1304.4,262.429,1380.96,359.576,1460.34,344.931,1336.75,459.725,1345.61,477.273,1492.71,427.239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.11,197.568,0.0,0.0,1351.36,200.762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1348.42,653.925,1354.51,851.047,1233.65,851.036,0.0,0.0,0.0,0.0,1480.99,845.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1307.38,642.174,1369.16,630.412,1280.94,695.032,1401.58,674.523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,568.487,227.196,489.076,338.964,430.142,359.521,459.652,524.41,0.0,0.0,550.982,318.351,606.82,409.733,721.689,459.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.328,221.161,556.84,203.598,480.142,247.692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.89,203.616,1313.24,268.209,1327.84,271.198,1398.53,388.951,1475.03,377.254,1304.44,262.417,1380.95,359.625,1457.38,347.848,1345.6,456.707,1354.33,465.561,1492.7,427.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.1,197.566,0.0,0.0,1351.36,200.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1348.43,653.937,1354.49,848.184,1233.65,851.036,0.0,0.0,0.0,0.0,1480.96,842.296,0.0,0.0,1645.82,1074.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1307.38,642.172,1371.93,630.426,1280.93,695.038,1401.59,674.514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,568.47,227.218,489.109,338.98,430.176,359.521,0.0,0.0,0.0,0.0,550.987,318.391,601.065,409.701,724.516,459.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.332,221.167,556.81,203.611,480.137,247.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.89,203.625,1313.26,265.433,1327.77,268.435,1398.5,386.17,1475.14,380.159,1307.32,259.54,1380.94,359.598,1457.37,350.715,1348.49,456.79,1351.47,471.416,1492.69,427.243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.1,197.562,0.0,0.0,1351.35,200.769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1348.45,653.951,1354.46,848.164,1233.63,851.033,0.0,0.0,0.0,0.0,1480.95,842.295,0.0,0.0,1642.85,1074.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1307.42,642.16,1371.95,630.417,1280.94,695.041,1401.6,674.528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,568.477,227.236,489.037,338.979,430.123,359.543,0.0,0.0,0.0,0.0,550.93,318.348,603.834,412.458,721.69,459.622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.319,221.194,556.807,203.632,480.148,247.676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.89,203.616,1313.23,265.42,1327.85,268.434,1398.47,386.109,1475.12,380.19,1304.43,259.548,1380.91,359.571,1457.39,350.738,1348.46,456.755,1354.31,468.448,1492.73,427.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.1,197.562,0.0,0.0,1351.36,200.769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1348.45,653.97,1354.46,848.173,1233.63,851.033,0.0,0.0,0.0,0.0,1480.97,842.313,0.0,0.0,1642.9,1074.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1307.4,642.154,1371.97,633.25,1280.94,695.021,1401.62,674.503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,568.506,227.224,486.24,338.972,430.118,359.531,0.0,0.0,0.0,0.0,550.91,318.33,603.936,412.523,721.675,459.636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.338,221.199,556.81,203.628,480.178,247.728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.89,203.621,1313.22,265.442,1327.85,268.453,1398.46,386.057,1475.13,380.182,1304.41,262.392,1380.87,359.574,1454.5,350.749,1348.49,456.755,1354.34,468.462,1492.71,427.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.09,197.559,0.0,0.0,1351.35,200.761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1348.49,653.971,1354.49,851.038,1233.62,851.088,0.0,0.0,0.0,0.0,1483.86,845.18,0.0,0.0,1642.88,1074.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1307.46,642.135,1371.99,633.27,1280.93,694.997,1401.64,674.461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,568.516,230.03,489.052,338.957,430.161,356.681,0.0,0.0,0.0,0.0,550.937,318.345,603.876,412.476,724.582,459.619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.342,221.231,556.798,203.653,480.178,247.704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.9,203.603,1313.2,265.433,1327.85,271.154,1398.42,386.137,1475.1,380.199,1304.4,259.553,1380.91,359.569,1457.39,350.74,1333.81,459.754,1345.56,477.257,1492.71,427.257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.1,197.543,0.0,0.0,1351.35,200.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1348.53,653.971,1354.45,848.193,1233.59,851.063,0.0,0.0,0.0,0.0,1480.94,842.302,0.0,0.0,1642.84,1074.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1310.2,642.128,1372.03,633.259,1280.94,694.986,1404.38,671.677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,568.535,230.07,486.229,339.011,430.117,359.593,0.0,0.0,0.0,0.0,550.885,318.363,603.867,409.726,727.467,459.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.346,221.222,556.831,203.663,480.188,247.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.89,203.615,1313.17,268.183,1327.85,268.452,1398.53,388.909,1475.11,380.222,1304.32,262.43,1380.95,362.371,1457.45,347.852,1333.85,459.723,1345.6,477.247,1492.72,427.281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.1,197.55,0.0,0.0,1351.35,200.749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1348.56,656.796,1354.5,851.131,1233.63,851.097,0.0,0.0,0.0,0.0,1483.89,848.128,0.0,0.0,1642.86,1074.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1310.25,642.145,1372.06,633.293,1283.61,695.008,1404.38,671.662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,568.553,227.24,486.204,339.02,427.314,362.394,0.0,0.0,0.0,0.0,550.863,318.337,603.914,409.719,727.484,459.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536.141,221.211,556.83,203.651,480.212,247.678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.89,203.624,1313.15,268.22,1327.84,271.192,1398.59,388.906,1475.05,380.172,1304.33,262.447,1383.81,362.37,1460.35,347.765,1336.72,459.703,1348.47,474.414,1492.7,427.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.09,197.557,0.0,0.0,1351.34,200.749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1351.28,656.806,1354.51,853.962,1230.81,854.002,0.0,0.0,0.0,0.0,1483.93,848.123,0.0,0.0,1645.76,1074.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1310.26,642.135,1372.09,633.319,1283.62,692.289,1404.37,671.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,568.542,227.237,486.213,339.079,430.141,362.516,0.0,0.0,0.0,0.0,550.872,318.35,606.882,412.437,727.495,459.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536.156,221.208,556.805,203.631,480.193,247.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.9,203.616,1313.2,268.253,1327.85,271.225,1398.63,388.992,1475.05,380.171,1304.38,262.464,1386.76,362.411,1463.32,344.942,1336.74,459.73,1348.45,477.235,1492.72,427.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.09,197.554,0.0,0.0,1351.34,200.743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1348.57,656.812,1354.54,853.967,1233.6,853.997,0.0,0.0,0.0,0.0,1486.79,848.159,0.0,0.0,1645.77,1074.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1310.27,642.133,1372.09,633.313,1283.61,692.267,1401.64,671.631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,568.537,227.238,486.208,339.053,430.161,362.52,0.0,0.0,0.0,0.0,550.856,318.279,606.779,412.457,724.603,459.627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536.178,221.205,556.832,203.686,480.213,247.704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.9,203.618,1313.21,268.274,1327.83,271.246,1401.41,389.014,1475.06,380.179,1304.41,262.464,1386.73,362.425,1463.23,344.929,1339.7,459.692,1348.54,474.4,1492.72,427.279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.1,197.568,0.0,0.0,1351.33,200.747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1348.57,656.806,1354.5,853.937,1230.83,854.011,0.0,0.0,0.0,0.0,1483.86,845.213,0.0,0.0,1645.76,1074.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1310.27,642.135,1372.09,633.315,1283.62,692.286,1401.66,671.627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,568.543,227.241,486.239,339.08,430.159,362.514,0.0,0.0,0.0,0.0,550.919,318.356,606.814,412.461,727.444,459.626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536.174,221.167,556.838,203.643,480.203,247.675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.9,203.602,1313.25,268.256,1327.84,271.243,1401.47,389.1,1475.08,380.133,1307.23,262.42,1383.86,359.628,1460.4,344.932,1339.72,459.667,1351.35,474.341,1492.71,427.268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.1,197.557,0.0,0.0,1351.33,200.749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1348.57,656.81,1354.51,853.949,1230.82,854.001,0.0,0.0,0.0,0.0,1483.94,848.11,0.0,0.0,1645.81,1074.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1310.26,642.137,1372.09,633.316,1280.95,692.27,1404.37,671.654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,568.568,227.213,486.211,339.069,430.138,362.497,0.0,0.0,0.0,0.0,550.868,318.34,603.942,409.733,724.603,459.626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536.16,221.184,556.832,203.639,480.2,247.684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.91,203.614,1313.24,268.235,1327.83,271.203,1398.64,388.929,1475.08,380.1,1307.23,262.419,1383.83,359.538,1463.29,344.89,1342.57,459.647,1351.37,474.323,1492.7,427.268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.1,197.562,0.0,0.0,1351.34,200.756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1351.27,656.791,1354.53,851.086,1233.62,851.096,0.0,0.0,0.0,0.0,1483.94,845.226,0.0,0.0,1645.8,1074.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1310.24,642.106,1372.08,633.275,1280.95,692.242,1401.64,671.662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,568.594,227.187,486.19,341.811,427.284,362.568,0.0,0.0,0.0,0.0,550.91,318.376,609.737,412.5,724.588,459.634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536.196,221.178,556.853,203.605,480.206,247.716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.9,203.619,1313.18,268.236,1327.87,271.216,1398.48,386.178,1475.11,377.281,1304.35,262.435,1383.79,359.563,1463.3,344.881,1339.7,459.656,1351.38,474.312,1492.73,427.314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.09,197.555,0.0,0.0,1351.34,200.754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1348.57,656.792,1354.52,851.122,1233.6,853.944,0.0,0.0,0.0,0.0,1483.93,845.236,0.0,0.0,1645.75,1074.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1310.24,642.118,1372.08,633.28,1280.95,692.261,1401.63,671.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,568.585,227.221,486.222,339.093,427.268,362.542,0.0,0.0,0.0,0.0,550.962,318.371,612.655,412.578,724.597,459.586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536.168,221.201,556.855,203.657,480.175,247.724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.89,203.621,1313.18,268.207,1327.81,271.164,1398.41,386.18,1475.09,377.211,1304.37,262.453,1383.82,359.592,1463.33,344.892,1336.77,459.747,1348.46,477.242,1492.71,427.274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.09,197.556,0.0,0.0,1351.34,200.753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1348.57,656.796,1354.48,851.142,1230.81,853.974,0.0,0.0,0.0,0.0,1481.01,845.234,0.0,0.0,1645.79,1074.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1310.24,642.117,1372.08,633.269,1280.94,692.244,1401.63,671.646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,571.371,227.242,486.24,339.083,427.264,362.495,0.0,0.0,0.0,0.0,553.704,318.391,609.803,412.568,727.498,459.549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536.176,221.225,556.875,203.675,480.181,247.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.88,203.624,1310.35,268.241,1327.85,271.193,1395.6,386.098,1475.04,380.135,1304.27,265.294,1383.81,359.62,1460.35,344.953,1336.75,462.599,1348.51,477.27,1492.68,427.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.09,197.553,0.0,0.0,1351.34,200.749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1348.57,656.802,1354.51,853.95,1233.66,853.962,0.0,0.0,0.0,0.0,1483.89,848.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1310.23,642.127,1372.08,633.284,1280.94,692.257,1401.63,671.652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,568.57,230.028,486.205,339.069,427.217,362.474,459.605,530.353,0.0,0.0,550.999,318.379,615.629,412.588,733.41,459.569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536.143,221.224,556.885,203.681,480.179,247.707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.88,203.623,1313.17,268.247,1327.83,271.213,1392.61,385.951,1472.23,383.012,1304.36,262.467,1383.82,359.529,1463.27,344.842,1336.72,459.765,1348.44,477.222,1492.73,430.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.08,197.549,0.0,0.0,1351.34,200.757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1348.56,656.799,1354.48,851.097,1233.65,853.958,0.0,0.0,0.0,0.0,1480.94,845.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1310.23,642.12,1372.07,633.278,1280.94,692.254,1401.63,671.653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,568.554,230.028,486.224,339.062,427.234,362.43,0.0,0.0,0.0,0.0,551.016,318.404,612.704,412.532,733.337,456.827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536.147,221.181,556.9,203.652,480.189,247.694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.87,203.625,1313.26,268.237,1324.98,271.223,1392.59,385.962,1472.23,377.193,1307.34,262.399,1386.79,356.682,1463.34,342.063,1339.68,459.689,1345.55,477.216,1492.7,427.314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.07,197.548,0.0,0.0,1351.33,200.749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1348.56,656.786,1354.51,851.064,1233.68,853.986,0.0,0.0,0.0,0.0,1480.92,842.302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1310.22,642.113,1372.07,633.276,1280.93,692.252,1401.64,671.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,568.552,227.207,486.207,339.026,427.224,359.625,456.724,527.348,0.0,0.0,550.997,318.368,615.63,412.566,733.384,459.534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536.18,221.151,559.665,203.646,480.193,247.641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.86,203.623,1319.08,268.244,1322.01,271.215,1389.68,383.136,1472.24,377.223,1319.05,259.512,1386.78,353.72,1460.34,344.852,1348.47,456.698,1348.53,468.528,1492.72,430.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.08,197.552,0.0,0.0,1351.33,200.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1348.54,656.793,1354.5,851.083,1233.67,853.983,0.0,0.0,0.0,0.0,1478.08,842.303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1310.2,642.116,1372.06,633.278,1280.93,692.246,1401.64,671.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,568.533,230.023,486.181,339.001,424.346,359.626,456.658,518.547,0.0,0.0,551.007,318.363,615.635,412.535,733.343,456.814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536.181,221.157,556.888,203.653,480.177,247.629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.87,203.629,1319.07,268.239,1322.0,271.201,1383.8,383.087,1472.22,377.195,1316.15,259.508,1380.93,353.716,1457.4,344.923,1348.5,456.696,1351.35,468.493,1492.75,430.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.08,197.555,0.0,0.0,1351.33,200.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1348.52,653.972,1354.48,848.143,1233.69,853.945,0.0,0.0,0.0,0.0,1477.99,839.408,0.0,0.0,1642.83,1074.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1310.21,642.107,1372.04,633.256,1280.92,692.26,1401.63,671.704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
